,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
1999 Audi A4 - 2.8 (A5) FWD Sedan,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53651.jpg,"28,390",1999 Audi A4,5,190,16.4,18,29,5,Premium Unleaded,55.8,178.0,68.2,103.0
1999 Audi A4 - Base,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53657.jpg,"23,790",1999 Audi A4,5,150,16.4,21,31,5,Premium Unleaded,55.8,178.0,68.2,102.6
1999 Audi A4 - Base,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53657.jpg,"23,790",1999 Audi A4,5,150,16.4,21,31,5,Premium Unleaded,55.8,178.0,68.2,102.6
1999 Audi A4 - T (M5) FWD Sedan,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53654.jpg,"23,790",1999 Audi A4,5,150,16.4,23,32,5,Premium Unleaded,55.8,178.0,68.2,103.0
1999 Audi A4 - T (A5) FWD Sedan,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53655.jpg,"23,790",1999 Audi A4,5,150,16.4,21,31,5,Premium Unleaded,55.8,178.0,68.2,103.0
1999 Audi A4 - Base,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53657.jpg,"23,790",1999 Audi A4,5,150,16.4,21,31,5,Premium Unleaded,55.8,178.0,68.2,102.6
1999 Audi A4 - Base,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53657.jpg,"23,790",1999 Audi A4,5,150,16.4,21,31,5,Premium Unleaded,55.8,178.0,68.2,102.6
1999 Audi A4 - T (M5) AWD Wagon,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53658.jpg,"26,440",1999 Audi A4,5,150,15.9,21,29,5,Premium Unleaded,56.7,176.7,68.2,103.0
1999 Audi A4 - T (A5) AWD Wagon,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53659.jpg,"27,515",1999 Audi A4,5,150,15.9,21,29,5,Premium Unleaded,56.7,176.7,68.2,103.0
1999 Audi A4 - 2.8 (M5) AWD Wagon,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53660.jpg,"31,040",1999 Audi A4,5,190,15.6,19,27,5,Premium Unleaded,56.7,176.7,68.2,102.6
1999 Audi A4 - 2.8 (A5) AWD Wagon,img.autobytel.com/1999/audi/a4/2-550-oemexteriorview-53661.jpg,"32,115",1999 Audi A4,5,190,15.6,17,27,5,Premium Unleaded,56.7,176.7,68.2,102.6
2023 Audi SQ7 - 4.0T Premium Plus,img.autobytel.com/2023/audi/sq7/2-550-oem-exterior-front1300-100627.jpg,"90,200",2023 Audi SQ7,8,500,22.5,14,20,7,Premium Unleaded,68.5,199.6,77.6,117.9
2022 Audi SQ7 - 4.0T Premium Plus,img.autobytel.com/2022/audi/sq7/2-550-oem-exterior-front1300-97779.jpg,"88,500",2022 Audi SQ7,8,500,22.5,15,21,7,Premium Unleaded,68.5,199.6,77.6,117.9
2021 Audi SQ7 - 4.0T Premium Plus,img.autobytel.com/2021/audi/sq7/2-550-oemexteriorfront1300-93915.JPG,"85,000",2021 Audi SQ7,8,500,22.5,15,21,7,Premium Unleaded,68.5,199.6,77.6,117.9
2020 Audi SQ7 - 4.0T Premium Plus,img.autobytel.com/2020/audi/sq7/2-550-oemexteriorfront1300-93809.JPG,"84,800",2020 Audi SQ7,8,500,22.5,15,21,7,Premium Unleaded,68.5,199.6,77.6,117.9
2023 Audi RS e-tron GT - Base,img.autobytel.com/2023/audi/rs-e-tron-gt/2-550-oem-exterior-front1300-100613.jpg,"143,900",2023 Audi RS e-tron GT,2,591,,79,82,5,Electric,55.6,196.4,77.3,114.2
2022 Audi RS e-tron GT - Base,img.autobytel.com/2022/audi/rs-e-tron-gt/2-550-oem-exterior-front1300-97051.jpg,"142,400",2022 Audi RS e-tron GT,2,590,,79,82,5,Electric,55.6,196.4,77.3,114.2
2023 Audi RS 7 - 4.0T,img.autobytel.com/2023/audi/rs-7/2-550-oem-exterior-front1300-100607.jpg,"123,900",2023 Audi RS 7,8,591,19.3,14,21,5,Premium Unleaded,56.1,197.2,76.8,115.3
2022 Audi RS 7 - 4.0T,img.autobytel.com/2022/audi/rs-7/2-550-oem-exterior-front1300-97762.jpg,"118,500",2022 Audi RS 7,8,591,19.3,15,22,5,Premium Unleaded,56.1,197.2,76.8,115.3
2021 Audi RS 7 - 4.0T,img.autobytel.com/2021/audi/rs-7/2-550-oem-exterior-front1300-94285.jpg,"114,000",2021 Audi RS 7,8,591,19.3,15,22,5,Premium Unleaded,56.1,197.2,76.8,115.3
2018 Audi RS 7 - 4.0T,img.autobytel.com/2018/audi/rs-7/2-550-oemexteriorfront1300-83718.jpg,"113,900",2018 Audi RS 7,8,560,19.8,14,24,4,Premium Unleaded,55.8,197.3,75.2,114.8
2018 Audi RS 7 - performance,img.autobytel.com/2018/audi/rs-7/2-550-oemexteriorfront1300-83719.jpg,"130,700",2018 Audi RS 7,8,605,19.8,14,24,4,Premium Unleaded,55.8,197.3,75.2,114.8
2017 Audi RS 7 - 4.0T Prestige,img.autobytel.com/2017/audi/rs-7/2-550-oemexteriorfront1300-80715.jpg,"110,700",2017 Audi RS 7,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2017 Audi RS 7 - performance,img.autobytel.com/2017/audi/rs-7/2-550-oemexteriorfront1300-80716.jpg,"129,500",2017 Audi RS 7,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2016 Audi RS 7 - 4.0T Prestige,img.autobytel.com/2016/audi/rs-7/2-550-oemexteriorfront1300-76779.jpg,"108,900",2016 Audi RS 7,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2016 Audi RS 7 - performance,img.autobytel.com/2016/audi/rs-7/2-550-oemexteriorfront1300-79748.jpg,"129,000",2016 Audi RS 7,,,19.8,,,,Premium Unleaded,,,,"2,916mm (114.8"
2015 Audi RS 7 - 4.0T Prestige,img.autobytel.com/2015/audi/rs-7/3-550-091614%202015%20audi%20rs7-74213.jpg,"106,500",2015 Audi RS 7,8,560,19.8,16,27,4,Premium Unleaded,55.8,197.3,75.2,114.8
2014 Audi RS 7 - Base,img.autobytel.com/2014/audi/rs-7/2-550-oemexteriorfront-71282.jpg,"104,900",2014 Audi RS 7,8,560,19.8,16,27,4,Premium Unleaded,55.8,197.3,75.2,114.8
2023 Audi SQ5 - 3.0T Premium,img.autobytel.com/2023/audi/sq5/2-550-oem-exterior-front1300-100620.jpg,"59,900",2023 Audi SQ5,8,349,18.5,19,24,5,Premium Unleaded,65.4,184.6,74.5,111.0
2023 Audi SQ5 - 3.0T Premium,img.autobytel.com/2023/audi/sq5/2-550-oem-exterior-front1300-100620.jpg,"59,900",2023 Audi SQ5,8,349,18.5,19,24,5,Premium Unleaded,65.4,184.6,74.5,111.0
2022 Audi SQ5 - 3.0T Premium,img.autobytel.com/2022/audi/sq5/2-550-oem-exterior-front1300-97772.jpg,"59,200",2022 Audi SQ5,8,349,18.5,19,24,5,Premium Unleaded,65.4,184.6,74.5,111.0
2022 Audi SQ5 - 3.0T Premium,img.autobytel.com/2022/audi/sq5/2-550-oem-exterior-front1300-97772.jpg,"59,200",2022 Audi SQ5,8,349,18.5,19,24,5,Premium Unleaded,65.4,184.6,74.5,111.0
2021 Audi SQ5 - 3.0T Premium,img.autobytel.com/2021/audi/sq5/2-550-oem-exterior-front1300-96900.jpg,"56,100",2021 Audi SQ5,8,349,18.5,18,24,5,Premium Unleaded,65.4,184.6,74.5,111.0
2021 Audi SQ5 - 3.0T Premium,img.autobytel.com/2021/audi/sq5/2-550-oem-exterior-front1300-96900.jpg,"56,100",2021 Audi SQ5,8,349,18.5,18,24,5,Premium Unleaded,65.4,184.6,74.5,111.0
2020 Audi SQ5 - 3.0T Premium,img.autobytel.com/2020/audi/sq5/2-550-oemexterior3/4frontrightfacing1308-92037.JPG,"52,900",2020 Audi SQ5,8,349,18.5,18,23,5,Premium Unleaded,65.3,183.9,74.5,111.2
2018 Audi SQ5 - 3.0T Premium Plus,img.autobytel.com/2018/audi/sq5/2-550-oemexterior3/4frontrightfacing1308-83311.jpg,"54,300",2018 Audi SQ5,8,354,18.5,19,24,5,Premium Unleaded,65.3,183.9,74.5,111.2
2017 Audi SQ5 - 3.0T Premium Plus,img.autobytel.com/2017/audi/sq5/2-550-oemexteriorfront1300-80660.jpg,"53,300",2017 Audi SQ5,8,354,19.8,17,24,5,Premium Unleaded,65.3,183.0,75.2,110.5
2016 Audi SQ5 - 3.0T Premium Plus,img.autobytel.com/2016/audi/sq5/2-550-oemexteriorfront1300-77074.jpg,"53,300",2016 Audi SQ5,,,19.8,,,,Premium Unleaded,,,,"2,807mm (110.5"
2015 Audi SQ5 - 3.0T Premium Plus,img.autobytel.com/2015/audi/sq5/2-550-oemexteriorfront1300-74144.jpg,"52,700",2015 Audi SQ5,8,354,19.8,17,24,5,Premium Unleaded,65.3,183.0,75.2,110.5
2014 Audi SQ5 - Base,img.autobytel.com/2014/audi/sq5/3-550-060314%20audi%20sq5%202014-71286.jpg,"51,900",2014 Audi SQ5,8,354,19.8,16,23,5,Premium Unleaded,65.3,183.0,75.2,110.5
2023 Audi Q4 e-tron - AWD,img.autobytel.com/2023/audi/q4-e-tron/2-550-oem-exterior-front1300-102611.jpg,"55,200",2023 Audi Q4 e-tron,1,295,,97,87,5,Electric,64.7,180.7,73.4,108.7
2023 Audi Q4 e-tron - 4x2,img.autobytel.com/2023/audi/q4-e-tron/2-550-oem-exterior-front1300-102613.jpg,"49,800",2023 Audi Q4 e-tron,1,201,,112,94,5,Electric,64.7,180.7,73.4,108.7
2022 Audi Q4 e-tron - AWD,img.autobytel.com/2022/audi/q4-e-tron/2-550-oem-exterior-front1300-99373.jpg,"52,700",2022 Audi Q4 e-tron,1,295,,100,89,5,Electric,64.0,180.7,73.4,108.7
2022 Audi Q4 e-tron - AWD,img.autobytel.com/2022/audi/q4-e-tron/2-550-oem-exterior-front1300-99373.jpg,"52,700",2022 Audi Q4 e-tron,1,295,,100,89,5,Electric,64.0,180.7,73.4,108.7
2022 Audi Q4 e-tron - 4x2,img.autobytel.com/2022/audi/q4-e-tron/2-550-oem-exterior-front1300-99374.jpg,"43,900",2022 Audi Q4 e-tron,1,201,,100,89,5,Electric,64.7,180.7,73.4,108.7
2003 Audi RS6 - Base,img.autobytel.com/2003/audi/rs6/2-550-oemexteriorview-30724.jpg,"82,700",2003 Audi RS6,5,450,21.7,15,22,5,Premium Unleaded,56.1,191.3,78.4,108.6
2023 Audi RS Q8 - 4.0T,img.autobytel.com/2023/audi/rs-q8/2-550-oem-exterior-front1300-100629.jpg,"125,800",2023 Audi RS Q8,8,590,22.5,13,20,5,Premium Unleaded,66.7,197.3,78.7,117.9
2022 Audi RS Q8 - 4.0T,img.autobytel.com/2022/audi/rs-q8/2-550-oem-exterior-front1300-97781.jpg,"119,900",2022 Audi RS Q8,8,591,22.5,13,19,5,Premium Unleaded,66.7,197.3,78.7,117.9
2021 Audi RS Q8 - 4.0T,img.autobytel.com/2021/audi/rs-q8/2-550-oem-exterior-front1300-94949.jpg,"114,500",2021 Audi RS Q8,8,591,22.5,13,19,5,Premium Unleaded,66.7,197.3,78.7,117.9
2020 Audi RS Q8 - 4.0T,img.autobytel.com/2020/audi/rs-q8/2-550-oemexteriorfront1300-93811.JPG,"113,000",2020 Audi RS Q8,8,591,22.5,13,19,5,Premium Unleaded,66.7,197.3,78.7,117.9
2016 Audi allroad - 2.0T Premium,img.autobytel.com/2016/audi/allroad/2-550-threequartersview101-77056.jpg,"42,700",2016 Audi allroad,,,16.1,,,,Premium Unleaded,,,,"2,804mm (110.4"
2015 Audi allroad - 2.0T Premium,img.autobytel.com/2015/audi/allroad/3-550-060314%20audi%20allroad%202015-74204.jpg,"42,400",2015 Audi allroad,8,220,16.1,21,28,5,Premium Unleaded,58.0,185.9,72.5,110.4
2014 Audi allroad - Premium,img.autobytel.com/2014/audi/allroad/3-550-060314%20audi%20allroad%202014-71275.jpg,"40,700",2014 Audi allroad,8,220,16.1,20,27,5,Premium Unleaded,58.0,185.9,72.5,110.4
2013 Audi allroad - Premium,img.autobytel.com/2013/audi/allroad/2-550-oemexteriorfront-68615.jpg,"39,600",2013 Audi allroad,8,211,16.9,20,27,5,Premium Unleaded,58.0,185.9,72.5,110.4
2005 Audi allroad - 2.7T (M6),img.autobytel.com/2005/audi/allroad/2-550-oemexteriorfront-37824.jpg,"40,250",2005 Audi allroad,6,250,18.5,16,23,5,Premium Unleaded,62.0,189.4,76.1,108.5
2005 Audi allroad - 2.7T (A5),img.autobytel.com/2005/audi/allroad/2-550-oemexteriorfront-37825.jpg,"40,250",2005 Audi allroad,,,18.5,,,,premium unleaded,,,,"2,756mm (108.5"
2005 Audi allroad - 4.2 (A5),img.autobytel.com/2005/audi/allroad/2-550-oemexteriorfront-37826.jpg,"47,250",2005 Audi allroad,5,300,18.5,16,21,5,Premium Unleaded,62.0,189.4,76.1,108.5
2004 Audi allroad - 4.2 (A5),img.autobytel.com/2004/audi/allroad/2-550-oemexteriorfront-32332.jpg,"46,950",2004 Audi allroad,5,300,18.5,16,21,5,Premium Unleaded,62.0,189.4,76.1,108.5
2004 Audi allroad - 2.7T (M6),img.autobytel.com/2004/audi/allroad/2-550-oemexteriorfront-32333.jpg,"39,950",2004 Audi allroad,6,250,18.5,16,23,5,Premium Unleaded,62.0,189.4,76.1,108.5
2004 Audi allroad - 2.7T (A5),img.autobytel.com/2004/audi/allroad/2-550-oemexteriorfront-32334.jpg,"39,950",2004 Audi allroad,,,18.5,,,,premium unleaded,,,,"2,756mm (108.5"
2003 Audi allroad - (M6),img.autobytel.com/2003/audi/allroad/2-550-oemexteriorfront-26740.jpg,"39,950",2003 Audi allroad,6,250,18.5,16,23,5,Premium Unleaded,62.0,189.4,76.1,108.5
2002 Audi allroad - (M6),img.autobytel.com/2002/audi/allroad/2-550-threequartersview-24988.jpg,"39,900",2002 Audi allroad,6,250,18.5,16,21,5,Premium Unleaded,62.0,189.4,76.1,108.5
2002 Audi allroad - (A5),img.autobytel.com/2002/audi/allroad/2-550-threequartersview-24989.jpg,"40,950",2002 Audi allroad,,,18.5,,,,premium unleaded,,,,"2,756mm (108.5"
2001 Audi allroad - (M6),img.autobytel.com/2001/audi/allroad/2-550-oemexteriorview-56676.jpg,"41,900",2001 Audi allroad,,,18.5,,,,premium unleaded,,,,"2,756mm (108.5"
2001 Audi allroad - (A5),img.autobytel.com/2001/audi/allroad/2-550-oemexteriorview-56677.jpg,"42,900",2001 Audi allroad,,,18.5,,,,premium unleaded,,,,"2,756mm (108.5"
2023 Audi Q8 - 55 Premium,img.autobytel.com/2023/audi/q8/2-550-oem-exterior-front1300-100623.jpg,"72,800",2023 Audi Q8,8,335,22.5,18,23,5,Premium Unleaded,67.2,196.6,78.5,117.9
2022 Audi Q8 - 55 Premium,img.autobytel.com/2022/audi/q8/2-550-oem-exterior-front1300-97775.jpg,"70,800",2022 Audi Q8,8,335,22.5,18,23,5,Premium Unleaded,67.2,196.6,78.5,117.9
2021 Audi Q8 - 55 Premium,img.autobytel.com/2021/audi/q8/2-550-oemexteriorfront1300-93914.JPG,"68,200",2021 Audi Q8,8,335,22.5,18,23,5,Premium Unleaded,67.2,196.6,78.5,117.9
2020 Audi Q8 - 55 Premium,img.autobytel.com/2020/audi/q8/2-550-oemexteriorfront1300-92040.JPG,"68,200",2020 Audi Q8,8,335,22.5,17,21,5,Premium Unleaded,67.2,196.6,78.5,117.9
2019 Audi Q8 - 3.0T Premium,img.autobytel.com/2019/audi/q8/2-550-oemexteriorfront1300-89387.jpg,"67,400",2019 Audi Q8,8,335,22.5,17,22,5,Premium Unleaded,67.2,196.6,78.5,117.9
2023 Audi RS 6 Avant - 4.0T,img.autobytel.com/2023/audi/rs-6-avant/2-550-oem-exterior-front1300-100611.jpg,"121,900",2023 Audi RS 6 Avant,8,591,19.3,14,21,5,Premium Unleaded,58.6,196.7,76.8,115.3
2022 Audi RS 6 Avant - 4.0T,img.autobytel.com/2022/audi/rs-6-avant/2-550-oem-exterior-front1300-97765.jpg,"116,500",2022 Audi RS 6 Avant,8,591,19.3,15,22,5,Premium Unleaded,58.6,196.7,76.8,115.3
2021 Audi RS 6 Avant - 4.0T,img.autobytel.com/2021/audi/rs-6-avant/2-550-oem-exterior-front1300-94286.jpg,"109,000",2021 Audi RS 6 Avant,8,591,19.3,15,22,5,Premium Unleaded,58.6,196.7,76.8,115.3
2022 Audi A4 allroad - 45 Premium,img.autobytel.com/2022/audi/a4-allroad/2-550-oem-exterior-front1300-97758.jpg,"45,500",2022 Audi A4 allroad,7,261,15.3,24,30,5,Premium Unleaded,58.8,187.5,72.7,110.9
2021 Audi A4 allroad - 45 Premium,img.autobytel.com/2021/audi/a4-allroad/2-550-oemexteriorfront1300-93908.JPG,"44,600",2021 Audi A4 allroad,7,261,15.3,24,30,5,Premium Unleaded,58.8,187.5,72.7,110.9
2020 Audi A4 allroad - 2.0T Premium,img.autobytel.com/2020/audi/a4-allroad/2-550-oemexteriorfront1300-93547.JPG,"44,600",2020 Audi A4 allroad,7,248,15.3,23,31,5,Premium Unleaded,58.8,187.5,72.7,110.9
2019 Audi A4 allroad - 2.0T Premium,img.autobytel.com/2019/audi/a4-allroad/2-550-oemexteriorfront1300-89669.jpg,"45,700",2019 Audi A4 allroad,7,248,15.3,22,29,5,Premium Unleaded,58.8,187.0,72.5,110.9
2018 Audi A4 allroad - 2.0T Premium,img.autobytel.com/2018/audi/a4-allroad/2-550-oemexteriorfront1300-83716.jpg,"44,500",2018 Audi A4 allroad,7,252,15.3,22,30,5,Premium Unleaded,58.8,187.0,72.5,110.9
2018 Audi A4 allroad - Tech,img.autobytel.com/2018/audi/a4-allroad/2-550-oemexteriorfront1300-87984.jpg,"47,200",2018 Audi A4 allroad,7,252,15.3,22,30,5,Premium Unleaded,58.8,187.0,72.5,110.9
2017 Audi A4 allroad - 2.0T Premium,img.autobytel.com/2017/audi/a4-allroad/2-550-oemexteriorfront1300-81833.jpg,"44,000",2017 Audi A4 allroad,7,252,15.3,23,28,5,Premium Unleaded,58.8,187.0,72.5,110.9
2023 Audi A6 - 45,img.autobytel.com/2023/audi/a6/2-550-oem-exterior-34-front-white-background1311-100580.jpg,"56,900",2023 Audi A6,7,261,19.3,24,31,5,Premium Unleaded,57.4,194.4,74.3,115.1
2023 Audi A6 - 55,img.autobytel.com/2023/audi/a6/2-550-oem-exterior-34-front-white-background1311-100581.jpg,"60,800",2023 Audi A6,7,335,19.3,21,30,5,Premium Unleaded,57.4,194.4,74.3,115.1
2022 Audi A6 - 45,img.autobytel.com/2022/audi/a6/2-550-oem-exterior-front1300-97737.jpg,"55,900",2022 Audi A6,7,261,19.3,23,32,5,Premium Unleaded,57.4,194.4,74.3,115.1
2022 Audi A6 - 55,img.autobytel.com/2022/audi/a6/2-550-oem-exterior-front1300-97738.jpg,"59,800",2022 Audi A6,7,335,19.3,21,30,5,Premium Unleaded,57.4,194.4,74.3,115.1
2021 Audi A6 - 45,img.autobytel.com/2021/audi/a6/2-550-oemexteriorfront1300-93895.JPG,"54,900",2021 Audi A6,7,248,19.3,23,31,5,Premium Unleaded,57.4,194.4,74.3,115.1
2021 Audi A6 - 55,img.autobytel.com/2021/audi/a6/2-550-oemexteriorfront1300-93896.JPG,"59,800",2021 Audi A6,7,335,19.3,22,29,5,Premium Unleaded,57.4,194.4,74.3,115.1
2021 Audi A6 - 45 Sport,img.autobytel.com/2021/audi/a6/2-550-oem-exterior-front1300-96434.jpg,"54,900",2021 Audi A6,7,261,19.3,23,31,5,Premium Unleaded,57.4,194.4,74.3,115.1
2020 Audi A6 - 55,img.autobytel.com/2020/audi/a6/2-550-oemexteriorfront1300-92559.JPG,"59,800",2020 Audi A6,7,335,19.3,22,29,5,Premium Unleaded,57.4,194.4,74.3,115.1
2020 Audi A6 - 45,img.autobytel.com/2020/audi/a6/2-550-oemexteriorfront1300-92618.JPG,"54,900",2020 Audi A6,7,248,19.3,24,32,5,Premium Unleaded,57.4,194.4,74.3,115.1
2019 Audi A6 - 55,img.autobytel.com/2019/audi/a6/2-550-oemexteriorfront1300-89056.jpg,"58,900",2019 Audi A6,7,335,19.3,22,29,5,Premium Unleaded,57.4,194.4,74.3,115.1
2019 Audi A6 - 45,img.autobytel.com/2019/audi/a6/2-550-oemexteriorfront1300-91796.JPG,"54,100",2019 Audi A6,7,248,19.3,24,32,5,Premium Unleaded,57.4,194.4,74.3,115.1
2018 Audi A6 - 2.0T Premium quattro Sedan,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-83698.jpg,"51,900",2018 Audi A6,8,252,19.8,22,31,5,Premium Unleaded,57.8,194.2,73.8,114.6
2018 Audi A6 - 3.0T Premium quattro Sedan,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-83699.jpg,"56,500",2018 Audi A6,8,340,19.8,20,29,5,Premium Unleaded,57.8,194.2,73.8,114.6
2018 Audi A6 - Premium FWD Sedan,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-83700.jpg,"49,700",2018 Audi A6,7,252,19.8,25,34,5,Premium Unleaded,57.8,194.2,73.8,114.6
2018 Audi A6 - 2.0T Sport quattro Sedan,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-85901.jpg,"53,400",2018 Audi A6,8,252,19.8,22,31,5,Premium Unleaded,57.8,194.2,73.8,114.6
2018 Audi A6 - 3.0T Sport quattro Sedan,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-85902.jpg,"58,000",2018 Audi A6,8,340,19.8,20,29,5,Premium Unleaded,57.8,194.2,73.8,114.6
2018 Audi A6 - Sport FWD Sedan,img.autobytel.com/2018/audi/a6/2-550-oemexteriorfront1300-85903.jpg,"51,200",2018 Audi A6,7,252,19.8,25,34,5,Premium Unleaded,57.8,194.2,73.8,114.6
2017 Audi A6 - 2.0T Premium quattro Sedan,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80654.jpg,"49,800",2017 Audi A6,8,252,19.8,22,31,5,Premium Unleaded,57.8,194.2,73.8,114.6
2017 Audi A6 - 3.0T Premium Plus quattro Sedan,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80655.jpg,"58,600",2017 Audi A6,8,333,19.8,21,29,5,Premium Unleaded,57.8,194.2,73.8,114.6
2017 Audi A6 - 3.0T Competition Prestige quattro Sedan,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80656.jpg,"67,600",2017 Audi A6,8,340,19.8,21,29,5,Premium Unleaded,57.8,194.2,73.8,114.6
2017 Audi A6 - FWD Sedan,img.autobytel.com/2017/audi/a6/2-550-oemexteriorfront1300-80657.jpg,"47,600",2017 Audi A6,7,252,19.8,24,34,5,Premium Unleaded,57.8,194.2,73.8,114.6
2016 Audi A6 - 2.0T quattro Sedan,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76771.jpg,"48,400",2016 Audi A6,8,252,19.8,22,32,5,Premium Unleaded,57.8,194.2,73.8,114.6
2016 Audi A6 - 3.0T Plus quattro Sedan,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76772.jpg,"57,400",2016 Audi A6,8,333,19.8,20,29,5,Premium Unleaded,57.8,194.2,73.8,114.6
2016 Audi A6 - 3.0 TDI Plus quattro Sedan,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76773.jpg,"59,500",2016 Audi A6,8,240,19.2,25,38,5,Diesel,57.8,194.2,73.8,114.6
2016 Audi A6 - FWD Sedan,img.autobytel.com/2016/audi/a6/2-550-oemexteriorfront1300-76774.jpg,"46,200",2016 Audi A6,7,252,19.8,24,34,5,Premium Unleaded,57.8,194.2,73.8,114.6
2015 Audi A6 - 2.0T quattro Sedan,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74124.jpg,"46,900",2015 Audi A6,8,220,19.8,20,29,5,Premium Unleaded,57.8,193.9,73.8,114.7
2015 Audi A6 - 3.0T Plus quattro Sedan,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74125.jpg,"56,300",2015 Audi A6,8,310,19.8,18,27,5,Premium Unleaded,57.8,193.9,73.8,114.7
2015 Audi A6 - 3.0 TDI Plus quattro Sedan,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74126.jpg,"58,700",2015 Audi A6,8,240,19.2,24,38,5,Diesel,57.8,193.9,73.8,114.7
2015 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2015/audi/a6/3-550-060314%20audi%20a6%202015-74127.jpg,"44,800",2015 Audi A6,Continuously variable,220,19.8,25,33,5,Premium Unleaded,57.8,193.9,73.8,114.7
2014 Audi A6 - 2.0T quattro Sedan,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71261.jpg,"45,200",2014 Audi A6,8,220,19.8,20,29,5,Premium Unleaded,57.8,193.9,73.8,114.7
2014 Audi A6 - 3.0T Plus quattro Sedan,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71262.jpg,"55,100",2014 Audi A6,8,310,19.8,18,27,5,Premium Unleaded,57.8,193.9,73.8,114.7
2014 Audi A6 - 3.0 TDI Plus quattro Sedan,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71263.jpg,"57,500",2014 Audi A6,8,240,19.8,24,38,5,Diesel,57.8,193.9,73.8,114.7
2014 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2014/audi/a6/3-550-060314%20audi%20a6%202014-71264.jpg,"43,100",2014 Audi A6,Continuously variable,220,19.8,25,33,5,Premium Unleaded,57.8,193.9,73.8,114.7
2013 Audi A6 - 2.0T Premium quattro Sedan,img.autobytel.com/2013/audi/a6/2-550-oemexteriorfront-68609.jpg,"44,400",2013 Audi A6,8,211,19.8,20,30,5,Premium Unleaded,57.8,193.9,73.8,114.7
2013 Audi A6 - 3.0T Premium quattro Sedan,img.autobytel.com/2013/audi/a6/2-550-oemexteriorfront-68610.jpg,"50,400",2013 Audi A6,8,310,19.8,18,27,5,Premium Unleaded,57.8,193.9,73.8,114.7
2013 Audi A6 - FrontTrak FrontTrak Sedan,img.autobytel.com/2013/audi/a6/2-550-oemexteriorfront-68611.jpg,"42,200",2013 Audi A6,Continuously variable,211,19.8,25,33,5,Premium Unleaded,57.8,193.9,73.8,114.7
2012 Audi A6 - Premium (Tiptronic) quattro Sedan,img.autobytel.com/2012/audi/a6/2-550-oemexteriorfront-66328.jpg,"49,900",2012 Audi A6,8,310,19.8,19,28,5,Premium Unleaded,57.8,193.9,73.8,114.7
2012 Audi A6 - (Multitronic) FrontTrak FrontTrak Sedan,img.autobytel.com/2012/audi/a6/2-550-oemexteriorfront-66329.jpg,"41,700",2012 Audi A6,Continuously variable,211,19.8,25,33,5,Premium Unleaded,57.8,193.9,73.8,114.7
2011 Audi A6 - 3.0 Premium quattro Sedan,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63794.jpg,"50,200",2011 Audi A6,6,300,21.1,18,26,5,Premium Unleaded,57.4,193.5,73.0,111.9
2011 Audi A6 - 4.2 Prestige (Tiptronic) quattro Sedan,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63795.jpg,"59,150",2011 Audi A6,6,350,21.1,16,24,5,Premium Unleaded,57.4,193.5,73.0,111.9
2011 Audi A6 - quattro quattro Avant,img.autobytel.com/2011/audi/a6/2-550-oemexteriorfront-63796.jpg,"53,310",2011 Audi A6,6,300,21.1,18,26,5,Premium Unleaded,58.2,194.2,73.0,111.9
