,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2023 Porsche Panamera Sport Turismo - Turbo S,190400.0,8.0,620.0,23.7,15.0,21.0,5.0,56.4,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-101823.jpg,2023 Porsche Panamera Sport Turismo,2023
2022 Porsche Panamera Sport Turismo - 4,99200.0,8.0,325.0,23.7,18.0,23.0,5.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98545.jpg,2022 Porsche Panamera Sport Turismo,2022
2022 Porsche Panamera Sport Turismo - 4S,112600.0,8.0,443.0,23.7,17.0,23.0,5.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98546.jpg,2022 Porsche Panamera Sport Turismo,2022
2022 Porsche Panamera Sport Turismo - GTS,136900.0,8.0,473.0,23.7,15.0,20.0,5.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98547.jpg,2022 Porsche Panamera Sport Turismo,2022
2022 Porsche Panamera Sport Turismo - Turbo S,183800.0,8.0,620.0,23.7,15.0,21.0,5.0,56.4,198.8,78.2,116.1,3.0,img.autobytel.com/2022/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-98548.jpg,2022 Porsche Panamera Sport Turismo,2022
2021 Porsche Panamera Sport Turismo - 4,98000.0,8.0,325.0,23.7,18.0,23.0,5.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97024.jpg,2021 Porsche Panamera Sport Turismo,2021
2021 Porsche Panamera Sport Turismo - 4S,111200.0,8.0,443.0,23.7,17.0,23.0,5.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97025.jpg,2021 Porsche Panamera Sport Turismo,2021
2021 Porsche Panamera Sport Turismo - GTS,135500.0,8.0,473.0,23.7,15.0,20.0,5.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97026.jpg,2021 Porsche Panamera Sport Turismo,2021
2021 Porsche Panamera Sport Turismo - Turbo S,181700.0,8.0,620.0,23.7,15.0,21.0,5.0,56.2,198.8,78.2,116.1,3.0,img.autobytel.com/2021/porsche/panamera-sport-turismo/2-550-oem-exterior-front1300-97027.jpg,2021 Porsche Panamera Sport Turismo,2021
2020 Porsche Panamera Sport Turismo - 4,98000.0,8.0,330.0,23.7,19.0,26.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93438.JPG,2020 Porsche Panamera Sport Turismo,2020
2020 Porsche Panamera Sport Turismo - 4S,111200.0,8.0,440.0,23.7,18.0,24.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93439.JPG,2020 Porsche Panamera Sport Turismo,2020
2020 Porsche Panamera Sport Turismo - GTS,135500.0,8.0,453.0,23.7,15.0,22.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93440.JPG,2020 Porsche Panamera Sport Turismo,2020
2020 Porsche Panamera Sport Turismo - Turbo,157000.0,8.0,550.0,23.7,18.0,23.0,5.0,56.4,198.8,76.3,116.1,3.0,img.autobytel.com/2020/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-93441.JPG,2020 Porsche Panamera Sport Turismo,2020
2019 Porsche Panamera Sport Turismo - 4,97100.0,8.0,330.0,23.7,19.0,26.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90290.jpg,2019 Porsche Panamera Sport Turismo,2019
2019 Porsche Panamera Sport Turismo - 4S,110200.0,8.0,440.0,23.7,18.0,24.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90291.jpg,2019 Porsche Panamera Sport Turismo,2019
2019 Porsche Panamera Sport Turismo - GTS,134500.0,8.0,453.0,23.7,15.0,22.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90292.jpg,2019 Porsche Panamera Sport Turismo,2019
2019 Porsche Panamera Sport Turismo - Turbo,155500.0,8.0,550.0,23.7,18.0,23.0,5.0,56.4,198.8,76.3,116.1,3.0,img.autobytel.com/2019/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-90293.jpg,2019 Porsche Panamera Sport Turismo,2019
2018 Porsche Panamera Sport Turismo - 4,96200.0,8.0,330.0,23.7,20.0,26.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-85077.jpg,2018 Porsche Panamera Sport Turismo,2018
2018 Porsche Panamera Sport Turismo - 4S,109200.0,8.0,440.0,23.7,20.0,26.0,5.0,56.2,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-85078.jpg,2018 Porsche Panamera Sport Turismo,2018
2018 Porsche Panamera Sport Turismo - Turbo,154000.0,8.0,550.0,23.7,18.0,23.0,5.0,56.4,198.8,76.3,116.1,3.0,img.autobytel.com/2018/porsche/panamera-sport-turismo/2-550-oemexteriorfront1300-85079.jpg,2018 Porsche Panamera Sport Turismo,2018
2023 Porsche 718 Spyder - Base,103400.0,6.0,414.0,16.9,17.0,23.0,2.0,49.6,174.5,70.9,97.8,3.0,img.autobytel.com/2023/porsche/718-spyder/2-550-oem-exterior-front1300-101827.jpg,2023 Porsche 718 Spyder,2023
2022 Porsche 718 Spyder - Base,98300.0,6.0,414.0,16.9,17.0,23.0,2.0,49.6,174.5,70.9,97.8,3.0,img.autobytel.com/2022/porsche/718-spyder/2-550-oem-exterior-front1300-97570.jpg,2022 Porsche 718 Spyder,2022
2021 Porsche 718 Spyder - Base,97300.0,6.0,414.0,16.9,17.0,23.0,2.0,49.6,174.5,70.9,97.8,3.0,img.autobytel.com/2021/porsche/718-spyder/2-550-oem-exterior-front1300-95689.jpg,2021 Porsche 718 Spyder,2021
2020 Porsche 718 Spyder - Base,96300.0,6.0,414.0,16.9,16.0,23.0,2.0,49.6,174.5,71.0,97.8,3.0,img.autobytel.com/2020/porsche/718-spyder/2-550-oemexteriorfront1300-92515.JPG,2020 Porsche 718 Spyder,2020
2023 Porsche Cayenne - Base,72200.0,8.0,335.0,23.7,17.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101838.jpg,2023 Porsche Cayenne,2023
2023 Porsche Cayenne - Platinum Edition,80400.0,8.0,335.0,23.7,19.0,23.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101839.jpg,2023 Porsche Cayenne,2023
2023 Porsche Cayenne - S,90900.0,8.0,434.0,23.7,16.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101840.jpg,2023 Porsche Cayenne,2023
2023 Porsche Cayenne - S Platinum Edition,95100.0,8.0,434.0,23.7,18.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101841.jpg,2023 Porsche Cayenne,2023
2023 Porsche Cayenne - GTS,113100.0,8.0,453.0,23.7,15.0,19.0,5.0,65.5,194.0,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101842.jpg,2023 Porsche Cayenne,2023
2023 Porsche Cayenne - Turbo,135900.0,8.0,541.0,23.7,14.0,19.0,5.0,65.9,194.0,78.1,114.0,3.0,img.autobytel.com/2023/porsche/cayenne/2-550-oem-exterior-front1300-101843.jpg,2023 Porsche Cayenne,2023
2022 Porsche Cayenne - Base,69000.0,8.0,335.0,23.7,17.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98552.jpg,2022 Porsche Cayenne,2022
2022 Porsche Cayenne - S,86800.0,8.0,434.0,23.7,16.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98553.jpg,2022 Porsche Cayenne,2022
2022 Porsche Cayenne - GTS,109000.0,8.0,453.0,23.7,15.0,19.0,5.0,65.5,194.0,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98554.jpg,2022 Porsche Cayenne,2022
2022 Porsche Cayenne - Turbo,129900.0,8.0,541.0,23.7,14.0,19.0,5.0,65.9,194.0,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-98555.jpg,2022 Porsche Cayenne,2022
2022 Porsche Cayenne - Platinum Edition,79000.0,8.0,335.0,23.7,19.0,23.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-100301.jpg,2022 Porsche Cayenne,2022
2022 Porsche Cayenne - S Platinum Edition,93400.0,8.0,434.0,23.7,18.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2022/porsche/cayenne/2-550-oem-exterior-front1300-100302.jpg,2022 Porsche Cayenne,2022
2021 Porsche Cayenne - Base,67500.0,8.0,335.0,23.7,19.0,23.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95690.jpg,2021 Porsche Cayenne,2021
2021 Porsche Cayenne - S,85100.0,8.0,434.0,23.7,18.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95691.jpg,2021 Porsche Cayenne,2021
2021 Porsche Cayenne - GTS,107300.0,8.0,453.0,23.7,15.0,19.0,5.0,65.5,194.0,78.1,114.0,3.0,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95692.jpg,2021 Porsche Cayenne,2021
2021 Porsche Cayenne - Turbo,127800.0,8.0,541.0,23.7,15.0,19.0,5.0,65.9,194.0,78.1,114.0,3.0,img.autobytel.com/2021/porsche/cayenne/2-550-oem-exterior-front1300-95693.jpg,2021 Porsche Cayenne,2021
2020 Porsche Cayenne - Base,66800.0,8.0,335.0,23.7,19.0,23.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2020/porsche/cayenne/2-550-oemexteriorfront1300-92508.JPG,2020 Porsche Cayenne,2020
2020 Porsche Cayenne - S,84300.0,8.0,434.0,23.7,18.0,22.0,5.0,66.8,193.7,78.1,114.0,3.0,img.autobytel.com/2020/porsche/cayenne/2-550-oemexteriorfront1300-92512.JPG,2020 Porsche Cayenne,2020
2020 Porsche Cayenne - Turbo,126500.0,8.0,541.0,23.7,15.0,19.0,5.0,65.9,194.0,78.1,114.0,3.0,img.autobytel.com/2020/porsche/cayenne/2-550-oemexteriorfront1300-92560.JPG,2020 Porsche Cayenne,2020
2019 Porsche Cayenne - Base,65700.0,8.0,335.0,23.7,19.0,23.0,5.0,66.7,193.6,78.0,113.9,3.0,img.autobytel.com/2019/porsche/cayenne/2-550-oemexteriorfront1300-86811.jpg,2019 Porsche Cayenne,2019
2019 Porsche Cayenne - S,82900.0,8.0,434.0,23.7,18.0,23.0,5.0,66.7,193.6,78.0,113.9,3.0,img.autobytel.com/2019/porsche/cayenne/2-550-oemexteriorfront1300-86812.jpg,2019 Porsche Cayenne,2019
2019 Porsche Cayenne - Turbo,124600.0,8.0,541.0,23.7,15.0,19.0,5.0,65.8,193.9,78.0,113.9,3.0,img.autobytel.com/2019/porsche/cayenne/2-550-oemexteriorfront1300-86813.jpg,2019 Porsche Cayenne,2019
2018 Porsche Cayenne - Base,60600.0,8.0,300.0,26.4,18.0,24.0,5.0,67.4,191.1,78.7,114.0,3.0,img.autobytel.com/2018/porsche/cayenne/2-550-threequartersview101-84849.jpg,2018 Porsche Cayenne,2018
2018 Porsche Cayenne - Platinum Edition,66700.0,8.0,300.0,26.4,17.0,23.0,5.0,67.4,191.1,78.7,114.0,3.0,img.autobytel.com/2018/porsche/cayenne/2-550-oemexteriorfront1300-84850.jpg,2018 Porsche Cayenne,2018
2018 Porsche Cayenne - S,77400.0,8.0,420.0,26.4,17.0,24.0,5.0,67.4,191.1,78.7,114.0,3.0,img.autobytel.com/2018/porsche/cayenne/2-550-threequartersview101-84851.jpg,2018 Porsche Cayenne,2018
2018 Porsche Cayenne - GTS,98600.0,8.0,440.0,26.4,16.0,23.0,5.0,67.0,191.1,78.7,114.0,3.0,img.autobytel.com/2018/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-84852.jpg,2018 Porsche Cayenne,2018
2018 Porsche Cayenne - Turbo,118100.0,8.0,520.0,26.4,14.0,21.0,5.0,67.0,191.1,78.7,114.0,3.0,img.autobytel.com/2018/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-84853.jpg,2018 Porsche Cayenne,2018
2018 Porsche Cayenne - Turbo S,161600.0,8.0,570.0,26.4,14.0,21.0,5.0,67.0,191.1,78.7,114.0,3.0,img.autobytel.com/2018/porsche/cayenne/2-550-oemexteriorfront1300-84854.jpg,2018 Porsche Cayenne,2018
2017 Porsche Cayenne - Base,59600.0,8.0,300.0,26.4,18.0,24.0,5.0,67.4,191.1,78.7,114.0,3.0,img.autobytel.com/2017/porsche/cayenne/2-550-threequartersview101-80605.jpg,2017 Porsche Cayenne,2017
2017 Porsche Cayenne - S,76200.0,8.0,420.0,26.4,17.0,24.0,5.0,67.4,191.1,78.7,114.0,3.0,img.autobytel.com/2017/porsche/cayenne/2-550-threequartersview101-80606.jpg,2017 Porsche Cayenne,2017
2017 Porsche Cayenne - GTS,97200.0,8.0,440.0,26.4,16.0,23.0,5.0,67.0,191.1,78.7,114.0,3.0,img.autobytel.com/2017/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-80607.jpg,2017 Porsche Cayenne,2017
2017 Porsche Cayenne - Turbo,116500.0,8.0,520.0,26.4,14.0,21.0,5.0,67.0,191.1,78.7,114.0,3.0,img.autobytel.com/2017/porsche/cayenne/2-550-oemexterior3/4frontrightfacing1308-80608.jpg,2017 Porsche Cayenne,2017
2017 Porsche Cayenne - Turbo S,159600.0,8.0,570.0,26.4,14.0,21.0,5.0,67.0,191.1,78.7,114.0,3.0,img.autobytel.com/2017/porsche/cayenne/2-550-oemexteriorfront1300-80609.jpg,2017 Porsche Cayenne,2017
2017 Porsche Cayenne - Platinum Edition,65600.0,8.0,300.0,26.4,17.0,23.0,5.0,67.4,191.1,78.7,114.0,3.0,img.autobytel.com/2017/porsche/cayenne/2-550-oemexteriorfront1300-83300.jpg,2017 Porsche Cayenne,2017
2014 Porsche Cayenne - Base (M6),49600.0,6.0,300.0,26.4,15.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72289.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - Diesel,56600.0,8.0,240.0,26.4,20.0,29.0,5.0,67.4,190.8,76.3,114.0,0.0,img.autobytel.com/2014/porsche/cayenne/2-550-threequartersview-72291.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - S,66800.0,8.0,400.0,26.4,16.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72292.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - GTS,83300.0,8.0,420.0,26.4,15.0,21.0,5.0,67.1,190.8,76.3,114.0,3.0,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72293.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - Turbo,110400.0,8.0,500.0,26.4,15.0,22.0,5.0,67.0,190.8,76.3,114.0,3.0,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72294.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - Turbo S,146000.0,8.0,550.0,26.4,14.0,20.0,5.0,67.0,190.8,78.7,114.0,3.0,img.autobytel.com/2014/porsche/cayenne/2-550-oemexteriorfront-72295.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - Platinum Edition,63300.0,8.0,300.0,26.4,17.0,23.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2014/porsche/cayenne/2-550-threequartersview-73510.jpg,2014 Porsche Cayenne,2014
2014 Porsche Cayenne - Diesel Platinum Edition,66900.0,8.0,240.0,26.4,20.0,29.0,5.0,67.4,190.8,76.3,114.0,0.0,img.autobytel.com/2014/porsche/cayenne/2-550-threequartersview-73511.jpg,2014 Porsche Cayenne,2014
2013 Porsche Cayenne - Base (M6),48850.0,6.0,300.0,22.4,15.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68955.jpg,2013 Porsche Cayenne,2013
2013 Porsche Cayenne - S,65850.0,8.0,400.0,22.4,16.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68957.jpg,2013 Porsche Cayenne,2013
2013 Porsche Cayenne - GTS,82050.0,8.0,420.0,22.4,15.0,21.0,5.0,67.0,190.8,76.3,114.0,3.0,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68958.jpg,2013 Porsche Cayenne,2013
2013 Porsche Cayenne - Turbo,108750.0,8.0,500.0,26.4,15.0,22.0,5.0,67.0,190.8,76.3,114.0,3.0,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68959.jpg,2013 Porsche Cayenne,2013
2013 Porsche Cayenne - Diesel,55750.0,8.0,240.0,26.4,19.0,29.0,5.0,67.4,190.8,76.3,114.0,0.0,img.autobytel.com/2013/porsche/cayenne/2-550-oemexteriorfront-68960.jpg,2013 Porsche Cayenne,2013
2012 Porsche Cayenne - Base (M6),48200.0,6.0,300.0,22.4,15.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67180.jpg,2012 Porsche Cayenne,2012
2012 Porsche Cayenne - S,65000.0,8.0,400.0,22.4,16.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67182.jpg,2012 Porsche Cayenne,2012
2012 Porsche Cayenne - Turbo,107100.0,8.0,500.0,26.4,15.0,22.0,5.0,67.0,190.8,76.3,114.0,3.0,img.autobytel.com/2012/porsche/cayenne/2-550-oemexteriorfront-67183.jpg,2012 Porsche Cayenne,2012
2011 Porsche Cayenne - Base (M6),47700.0,6.0,300.0,22.4,15.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64753.jpg,2011 Porsche Cayenne,2011
2011 Porsche Cayenne - S,64400.0,8.0,400.0,22.4,16.0,22.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64755.jpg,2011 Porsche Cayenne,2011
2011 Porsche Cayenne - Turbo,106000.0,8.0,500.0,26.4,15.0,22.0,5.0,67.0,190.8,76.3,114.0,3.0,img.autobytel.com/2011/porsche/cayenne/2-550-oemexteriorfront-64756.jpg,2011 Porsche Cayenne,2011
2010 Porsche Cayenne - Base (M6),45500.0,6.0,290.0,26.4,14.0,20.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61993.jpg,2010 Porsche Cayenne,2010
2010 Porsche Cayenne - S,60700.0,6.0,385.0,26.4,13.0,19.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61995.jpg,2010 Porsche Cayenne,2010
2010 Porsche Cayenne - GTS (M6),72400.0,6.0,405.0,26.4,11.0,17.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61996.jpg,2010 Porsche Cayenne,2010
2010 Porsche Cayenne - Turbo,99900.0,6.0,500.0,26.4,12.0,19.0,5.0,66.9,188.8,75.9,112.4,3.0,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61998.jpg,2010 Porsche Cayenne,2010
2010 Porsche Cayenne - Turbo S,126300.0,6.0,550.0,26.4,12.0,19.0,5.0,66.9,188.8,75.9,112.4,3.0,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-61999.jpg,2010 Porsche Cayenne,2010
2010 Porsche Cayenne - S Transsyberia,70800.0,6.0,405.0,26.4,11.0,17.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2010/porsche/cayenne/2-550-oemexteriorfront-62000.jpg,2010 Porsche Cayenne,2010
2009 Porsche Cayenne - Base,47600.0,6.0,290.0,26.4,14.0,20.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51831.jpg,2009 Porsche Cayenne,2009
2009 Porsche Cayenne - GTS (M6),70900.0,6.0,405.0,26.4,11.0,17.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51838.jpg,2009 Porsche Cayenne,2009
2009 Porsche Cayenne - S,59400.0,6.0,385.0,26.4,13.0,19.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51842.jpg,2009 Porsche Cayenne,2009
2009 Porsche Cayenne - Turbo,97700.0,6.0,500.0,26.4,12.0,19.0,5.0,66.9,188.8,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51844.jpg,2009 Porsche Cayenne,2009
2009 Porsche Cayenne - Turbo S,123600.0,6.0,550.0,26.4,12.0,19.0,5.0,66.9,188.8,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-51845.jpg,2009 Porsche Cayenne,2009
2009 Porsche Cayenne - Base (M6),44600.0,6.0,290.0,26.4,14.0,20.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-61286.jpg,2009 Porsche Cayenne,2009
2009 Porsche Cayenne - GTS,73900.0,6.0,405.0,26.4,13.0,18.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2009/porsche/cayenne/2-550-oemexteriorfront-61287.jpg,2009 Porsche Cayenne,2009
2008 Porsche Cayenne - Base,46400.0,6.0,290.0,26.4,14.0,20.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-44383.jpg,2008 Porsche Cayenne,2008
2008 Porsche Cayenne - S,57900.0,6.0,385.0,26.4,13.0,19.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-44397.jpg,2008 Porsche Cayenne,2008
2008 Porsche Cayenne - Turbo,93700.0,6.0,500.0,26.4,12.0,19.0,5.0,66.9,188.8,75.9,112.4,3.0,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-44401.jpg,2008 Porsche Cayenne,2008
2008 Porsche Cayenne - GTS (M6),69200.0,6.0,405.0,26.4,11.0,17.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2008/porsche/cayenne/2-550-oeminteriorview-48970.jpg,2008 Porsche Cayenne,2008
2008 Porsche Cayenne - Base (M6),43400.0,6.0,290.0,26.4,14.0,20.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2008/porsche/cayenne/2-550-oemexteriorfront-60919.jpg,2008 Porsche Cayenne,2008
2008 Porsche Cayenne - GTS,72200.0,6.0,405.0,26.4,13.0,18.0,5.0,66.9,188.9,75.9,112.4,3.0,img.autobytel.com/2008/porsche/cayenne/2-550-oeminteriorview-60920.jpg,2008 Porsche Cayenne,2008
2005 Porsche Cayenne - Base (M6),41100.0,6.0,247.0,26.4,16.0,20.0,5.0,66.9,188.2,75.9,112.4,3.0,img.autobytel.com/2005/porsche/cayenne/2-550-oemexteriorfront-39028.jpg,2005 Porsche Cayenne,2005
2005 Porsche Cayenne - S (A6),56300.0,6.0,340.0,26.4,14.0,18.0,5.0,66.9,188.2,75.9,112.4,3.0,img.autobytel.com/2005/porsche/cayenne/2-550-oemexteriorfront-39029.jpg,2005 Porsche Cayenne,2005
2005 Porsche Cayenne - Turbo (A6),89300.0,6.0,450.0,26.4,13.0,18.0,5.0,66.9,188.3,75.9,112.4,3.0,img.autobytel.com/2005/porsche/cayenne/2-550-oemexteriorfront-39030.jpg,2005 Porsche Cayenne,2005
2004 Porsche Cayenne - V6,42900.0,6.0,247.0,26.4,15.0,19.0,5.0,66.9,188.2,75.9,112.4,3.0,img.autobytel.com/2004/porsche/cayenne/2-550-oemexteriorfront-59331.jpg,2004 Porsche Cayenne,2004
2003 Porsche Cayenne - S,55900.0,6.0,340.0,26.4,14.0,20.0,5.0,66.9,188.2,75.9,112.4,3.0,img.autobytel.com/2003/porsche/cayenne/2-550-oemexteriorfront-30475.jpg,2003 Porsche Cayenne,2003
2003 Porsche Cayenne - Turbo,88900.0,6.0,450.0,26.4,13.0,20.0,5.0,66.9,188.3,75.9,112.4,3.0,img.autobytel.com/2003/porsche/cayenne/2-550-oemexteriorfront-30476.jpg,2003 Porsche Cayenne,2003
2023 Porsche Panamera - Base RWD,92400.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101793.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - Platinum Edition RWD,105100.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101794.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - 4 AWD,97000.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101795.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - 4 Platinum Edition AWD,109300.0,8.0,325.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101796.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - 4 Executive AWD,103700.0,8.0,325.0,23.7,17.0,23.0,4.0,56.2,204.7,76.3,122.0,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101797.jpg,2023 Porsche Panamera,2023
2023 Porsche Panamera - 4S AWD,110900.0,8.0,443.0,23.7,18.0,24.0,4.0,56.0,198.8,78.2,116.1,3.0,img.autobytel.com/2023/porsche/panamera/2-550-oem-exterior-front1300-101798.jpg,2023 Porsche Panamera,2023
