,img,msrp,model,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Recommended fuel,Overall height,Overall Length,Overall Width,Wheelbase
2022 Porsche 911 - GTS RWD Cabriolet,img.autobytel.com/2022/porsche/911/2-550-oem-exterior-front1300-98526.jpg,"149,500",2022 Porsche 911,8,473,16.9,17,23,4,Premium Unleaded,50.8,178.5,72.9,96.5
2022 Porsche 911 - Carrera 4 GTS AWD Coupe,img.autobytel.com/2022/porsche/911/2-550-oem-exterior-front1300-98527.jpg,"144,000",2022 Porsche 911,8,473,17.6,17,23,4,Premium Unleaded,50.9,178.5,72.9,96.5
2022 Porsche 911 - Carrera 4 GTS AWD Cabriolet,img.autobytel.com/2022/porsche/911/2-550-oem-exterior-front1300-98528.jpg,"156,800",2022 Porsche 911,8,473,17.6,17,22,4,Premium Unleaded,50.8,178.5,72.9,96.5
2022 Porsche 911 - GT3 w/Touring Package RWD Coupe,img.autobytel.com/2022/porsche/911/2-550-oem-exterior-front1300-98529.jpg,"161,100",2022 Porsche 911,6,502,16.9,14,18,2,Premium Unleaded,50.4,180.0,72.9,96.7
2022 Porsche 911 - Targa 4 GTS AWD Coupe,img.autobytel.com/2022/porsche/911/2-550-oem-exterior-front1300-98530.jpg,"156,800",2022 Porsche 911,8,473,17.6,17,22,4,Premium Unleaded,51.1,177.9,72.9,96.5
2022 Porsche 911 - Edition 50 Years Porsche Design AWD Coupe,img.autobytel.com/2022/porsche/911/2-550-oem-exterior-front1300-100299.jpg,"183,800",2022 Porsche 911,8,473,17.6,,,4,Premium Unleaded,51.1,178.5,72.9,96.5
2021 Porsche 911 - Coupe,img.autobytel.com/2021/porsche/911/2-550-oemexteriorfront1300-94139.JPG,"203,500",2021 Porsche 911,8,640,17.6,15,20,4,Premium Unleaded,51.3,178.6,74.9,96.5
2021 Porsche 911 - Cabriolet,img.autobytel.com/2021/porsche/911/2-550-oemexteriorfront1300-94140.JPG,"216,300",2021 Porsche 911,8,640,17.6,15,20,4,Premium Unleaded,51.3,178.6,74.9,96.5
2021 Porsche 911 - 0dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95667.jpg,"170,800",2021 Porsche 911,8,572,17.6,15,20,4,Premium Unleaded,51.3,178.6,74.9,96.5
2021 Porsche 911 - 0dr Cabriolet,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95668.jpg,"183,600",2021 Porsche 911,8,572,17.6,15,20,4,Premium Unleaded,51.3,178.6,74.9,96.5
2021 Porsche 911 - RWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95669.jpg,"99,200",2021 Porsche 911,8,379,16.9,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - S RWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95670.jpg,"115,100",2021 Porsche 911,8,443,16.9,18,23,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - RWD 2dr Cabriolet,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95671.jpg,"112,000",2021 Porsche 911,8,379,16.9,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - S RWD 2dr Cabriolet,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95672.jpg,"127,900",2021 Porsche 911,8,443,16.9,18,23,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - Carrera 4 AWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95673.jpg,"106,500",2021 Porsche 911,8,379,17.6,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - Carrera 4S AWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95674.jpg,"122,400",2021 Porsche 911,8,443,17.6,18,23,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - Carrera 4 AWD 2dr Cabriolet,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95675.jpg,"119,300",2021 Porsche 911,8,379,17.6,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - Carrera 4S AWD 2dr Cabriolet,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95676.jpg,"135,200",2021 Porsche 911,8,443,17.6,18,23,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - Targa 4 AWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95677.jpg,"119,300",2021 Porsche 911,8,379,17.6,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2021 Porsche 911 - Targa 4S AWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95678.jpg,"135,200",2021 Porsche 911,8,443,17.6,18,23,4,Premium Unleaded,51.2,177.9,72.9,96.5
2021 Porsche 911 - Targa 4S Heritage Design Edition AWD 2dr Coupe,img.autobytel.com/2021/porsche/911/2-550-oem-exterior-front1300-95679.jpg,"180,600",2021 Porsche 911,8,443,17.6,18,23,4,Premium Unleaded,51.2,177.9,72.9,96.5
2020 Porsche 911 - S RWD Coupe,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-90376.jpg,"113,300",2020 Porsche 911,8,443,16.9,18,24,4,Premium Unleaded,51.2,177.9,72.9,96.5
2020 Porsche 911 - S RWD Cabriolet,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-90377.jpg,"126,100",2020 Porsche 911,8,443,16.9,18,23,4,Premium Unleaded,51.2,177.9,72.9,96.5
2020 Porsche 911 - 4S AWD Coupe,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-90378.jpg,"120,600",2020 Porsche 911,8,443,17.6,18,23,4,Premium Unleaded,51.2,177.9,72.9,96.5
2020 Porsche 911 - 4S AWD Cabriolet,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-90379.jpg,"133,400",2020 Porsche 911,8,443,17.6,18,23,4,Premium Unleaded,51.2,177.9,72.9,96.5
2020 Porsche 911 - RWD Coupe,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-93663.JPG,"97,400",2020 Porsche 911,8,379,16.9,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2020 Porsche 911 - RWD Cabriolet,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-93664.JPG,"110,200",2020 Porsche 911,8,379,16.9,17,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2020 Porsche 911 - 4 AWD Coupe,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-93665.JPG,"104,700",2020 Porsche 911,8,379,17.6,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2020 Porsche 911 - 4 AWD Cabriolet,img.autobytel.com/2020/porsche/911/2-550-oemexteriorfront1300-93666.JPG,"117,500",2020 Porsche 911,8,379,17.6,18,24,4,Premium Unleaded,51.1,177.9,72.9,96.5
2019 Porsche 911 - GT3 RS RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-88844.jpg,"187,500",2019 Porsche 911,7,520,16.9,15,19,2,Premium Unleaded,51.1,179.4,74.0,96.6
2019 Porsche 911 - Turbo (PDK) AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorprofilerightfacing1310-89254.jpg,"161,800",2019 Porsche 911,7,540,17.9,19,24,4,Premium Unleaded,51.1,177.4,74.0,96.5
2019 Porsche 911 - Turbo S (PDK) AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorprofilerightfacing1310-89255.JPG,"190,700",2019 Porsche 911,7,580,17.9,19,24,4,Premium Unleaded,51.1,177.4,74.0,96.5
2019 Porsche 911 - Turbo (PDK) AWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorprofilerightfacing1310-89256.jpg,"174,100",2019 Porsche 911,7,540,17.9,19,24,4,Premium Unleaded,50.9,177.4,74.0,96.5
2019 Porsche 911 - Turbo S (PDK) AWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-threequartersview101-89257.jpg,"203,000",2019 Porsche 911,7,580,17.9,19,24,4,Premium Unleaded,50.9,177.4,74.0,96.5
2019 Porsche 911 - Carrera RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorprofilerightfacing1310-89258.jpg,"91,100",2019 Porsche 911,7,370,16.9,20,29,4,Premium Unleaded,50.9,177.1,71.2,96.5
2019 Porsche 911 - Carrera S RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorprofilerightfacing1310-89259.jpg,"105,100",2019 Porsche 911,7,420,16.9,20,29,4,Premium Unleaded,51.0,177.1,71.2,96.5
2019 Porsche 911 - Carrera GTS RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89260.jpg,"120,700",2019 Porsche 911,7,450,16.9,18,26,4,Premium Unleaded,50.6,178.3,72.9,96.5
2019 Porsche 911 - Carrera T RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89261.jpg,"102,100",2019 Porsche 911,7,370,16.9,16,25,4,Premium Unleaded,50.6,178.2,71.5,96.5
2019 Porsche 911 - Carrera RWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89262.jpg,"103,400",2019 Porsche 911,7,370,16.9,20,29,4,Premium Unleaded,50.7,177.1,71.2,96.5
2019 Porsche 911 - Carrera S RWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89263.jpg,"117,400",2019 Porsche 911,7,420,16.9,20,28,4,Premium Unleaded,50.8,177.1,71.2,96.5
2019 Porsche 911 - Carrera GTS RWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89264.jpg,"133,000",2019 Porsche 911,7,450,16.9,18,26,4,Premium Unleaded,50.8,178.3,72.9,96.5
2019 Porsche 911 - Carrera 4 AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89265.jpg,"98,000",2019 Porsche 911,7,370,17.9,20,28,4,Premium Unleaded,51.0,177.1,72.9,96.5
2019 Porsche 911 - Carrera 4S AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89266.JPG,"112,000",2019 Porsche 911,7,420,17.9,20,28,4,Premium Unleaded,51.1,177.1,72.9,96.5
2019 Porsche 911 - Carrera 4 GTS AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89267.jpg,"127,600",2019 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.6,178.3,72.9,96.5
2019 Porsche 911 - Targa 4 AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexterior3/4frontrightfacing1308-89442.jpg,"110,300",2019 Porsche 911,7,370,17.9,19,28,4,Premium Unleaded,50.7,177.1,72.9,96.5
2019 Porsche 911 - Targa 4S AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-threequartersview101-89443.jpg,"124,300",2019 Porsche 911,7,420,17.9,19,28,4,Premium Unleaded,50.9,177.1,72.9,96.5
2019 Porsche 911 - Targa 4 GTS AWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89444.jpg,"139,900",2019 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.8,178.3,72.9,96.5
2019 Porsche 911 - Carrera 4 AWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-threequartersview101-89595.jpg,"110,300",2019 Porsche 911,7,370,17.9,19,28,4,Premium Unleaded,50.8,177.1,72.9,96.5
2019 Porsche 911 - Carrera 4S AWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89596.jpg,"124,300",2019 Porsche 911,7,420,17.9,19,28,4,Premium Unleaded,50.9,177.1,72.9,96.5
2019 Porsche 911 - Carrera 4 GTS AWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-89597.JPG,"139,900",2019 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.9,178.3,72.9,96.5
2019 Porsche 911 - GT3 RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-90276.jpg,"143,600",2019 Porsche 911,7,500,16.9,15,20,2,Premium Unleaded,50.0,179.6,72.9,96.7
2019 Porsche 911 - GT2 RS (PDK) RWD Coupe,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-90277.jpg,"293,200",2019 Porsche 911,7,690,23.7,15,21,2,Premium Unleaded,51.1,179.1,74.0,96.5
2019 Porsche 911 - Speedster RWD Cabriolet,img.autobytel.com/2019/porsche/911/2-550-oemexteriorfront1300-91023.jpg,"274,500",2019 Porsche 911,6,502,16.9,14,19,2,Premium Unleaded,49.3,179.6,73.0,96.7
2018 Porsche 911 - Turbo (PDK) AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorprofilerightfacing1310-84827.jpg,"161,800",2018 Porsche 911,7,540,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2018 Porsche 911 - Turbo S (PDK) AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorprofilerightfacing1310-84828.jpg,"190,700",2018 Porsche 911,7,580,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2018 Porsche 911 - Turbo (PDK) AWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-oemexteriorprofilerightfacing1310-84829.jpg,"174,100",2018 Porsche 911,7,540,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2018 Porsche 911 - Turbo S (PDK) AWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-threequartersview101-84830.jpg,"203,000",2018 Porsche 911,7,580,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2018 Porsche 911 - Carrera RWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorprofilerightfacing1310-84831.jpg,"91,100",2018 Porsche 911,7,370,16.9,20,29,4,Premium Unleaded,50.9,177.1,71.2,96.5
2018 Porsche 911 - Carrera S RWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorprofilerightfacing1310-84832.jpg,"105,100",2018 Porsche 911,7,420,16.9,20,29,4,Premium Unleaded,51.0,177.1,71.2,96.5
2018 Porsche 911 - Carrera GTS RWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84833.jpg,"120,700",2018 Porsche 911,7,450,16.9,18,26,4,Premium Unleaded,51.0,178.3,72.9,96.5
2018 Porsche 911 - RWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84834.jpg,"103,400",2018 Porsche 911,7,370,16.9,20,29,4,Premium Unleaded,50.7,177.1,71.2,96.5
2018 Porsche 911 - S RWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84835.jpg,"117,400",2018 Porsche 911,7,420,16.9,20,28,4,Premium Unleaded,50.8,177.1,71.2,96.5
2018 Porsche 911 - GTS RWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-oemexterior3/4frontrightfacing1308-84836.jpg,"133,000",2018 Porsche 911,7,450,16.9,18,26,4,Premium Unleaded,50.8,178.3,72.9,96.5
2018 Porsche 911 - Carrera 4 AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84837.jpg,"98,000",2018 Porsche 911,7,370,17.9,20,28,4,Premium Unleaded,50.9,177.1,72.9,96.5
2018 Porsche 911 - Carrera 4S AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84838.jpg,"112,000",2018 Porsche 911,7,420,17.9,20,28,4,Premium Unleaded,51.0,177.1,72.9,96.5
2018 Porsche 911 - Carrera 4 GTS AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84839.jpg,"127,600",2018 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,51.0,178.3,72.9,96.5
2018 Porsche 911 - Carrera 4 AWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-threequartersview101-84840.jpg,"110,300",2018 Porsche 911,7,370,17.9,19,28,4,Premium Unleaded,50.7,177.1,72.9,96.5
2018 Porsche 911 - Carrera 4S AWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84841.jpg,"124,300",2018 Porsche 911,7,420,17.9,19,28,4,Premium Unleaded,50.8,177.1,72.9,96.5
2018 Porsche 911 - Carrera 4 GTS AWD Cabriolet,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84842.jpg,"139,900",2018 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.8,178.3,72.9,96.5
2018 Porsche 911 - GT3 RWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84843.jpg,"143,600",2018 Porsche 911,7,500,16.9,15,20,2,Premium Unleaded,50.0,179.6,72.9,96.7
2018 Porsche 911 - Targa 4 AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexterior3/4frontrightfacing1308-84844.jpg,"110,300",2018 Porsche 911,7,370,17.9,19,28,4,Premium Unleaded,50.7,177.1,72.9,96.5
2018 Porsche 911 - Targa 4S AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-threequartersview101-84845.jpg,"124,300",2018 Porsche 911,7,420,17.9,19,28,4,Premium Unleaded,50.9,177.1,72.9,96.5
2018 Porsche 911 - Targa 4 GTS AWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-84846.jpg,"139,900",2018 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.9,178.3,72.9,96.5
2018 Porsche 911 - GT2 RS (PDK) RWD Coupe,img.autobytel.com/2018/porsche/911/2-550-oemexteriorfront1300-86795.jpg,"293,200",2018 Porsche 911,7,700,23.7,15,21,2,Premium Unleaded,51.1,179.1,74.0,96.5
2018 Porsche 911 - Carrera T RWD Coupe,img.autobytel.com/2018/porsche/911/3-550-porsche_911_carreratrwdcoupe_2018-87369.png,"102,100",2018 Porsche 911,7,370,16.9,16,25,4,Premium Unleaded,50.6,178.2,71.5,96.5
2017 Porsche 911 - Turbo (PDK) AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorprofilerightfacing1310-80256.jpg,"159,200",2017 Porsche 911,7,540,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2017 Porsche 911 - Carrera 4 AWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-threequartersview101-80261.jpg,"108,600",2017 Porsche 911,7,370,17.9,19,28,4,Premium Unleaded,50.7,177.1,72.9,96.5
2017 Porsche 911 - Carrera 4 AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-80283.jpg,"96,300",2017 Porsche 911,7,370,17.9,20,28,4,Premium Unleaded,50.9,177.1,72.9,96.5
2017 Porsche 911 - Turbo (PDK) AWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-oemexteriorprofilerightfacing1310-80287.jpg,"171,500",2017 Porsche 911,7,540,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2017 Porsche 911 - S RWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexterior3/4frontrightfacing1308-80289.jpg,"103,400",2017 Porsche 911,7,420,16.9,20,29,4,Premium Unleaded,51.0,177.1,71.2,96.5
2017 Porsche 911 - Carrera 4S AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-80301.jpg,"110,300",2017 Porsche 911,7,420,17.9,20,28,4,Premium Unleaded,51.0,177.1,72.9,96.5
2017 Porsche 911 - Carrera 4S AWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-80309.jpg,"122,600",2017 Porsche 911,7,420,17.9,19,28,4,Premium Unleaded,50.8,177.1,72.9,96.5
2017 Porsche 911 - Targa 4S AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-threequartersview101-80312.jpg,"122,600",2017 Porsche 911,7,420,17.9,19,28,4,Premium Unleaded,50.9,177.1,72.9,96.5
2017 Porsche 911 - S RWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-80314.jpg,"115,700",2017 Porsche 911,7,420,16.9,20,28,4,Premium Unleaded,50.8,177.1,71.2,96.5
2017 Porsche 911 - Turbo S (PDK) AWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-threequartersview101-80318.jpg,"200,400",2017 Porsche 911,7,580,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2017 Porsche 911 - RWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-80325.jpg,"101,700",2017 Porsche 911,7,370,16.9,20,29,4,Premium Unleaded,50.7,177.1,71.2,96.5
2017 Porsche 911 - Turbo S (PDK) AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-80332.jpg,"188,100",2017 Porsche 911,7,580,17.9,19,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2017 Porsche 911 - RWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorprofilerightfacing1310-80333.jpg,"89,400",2017 Porsche 911,7,370,16.9,20,29,4,Premium Unleaded,50.9,177.1,71.2,96.5
2017 Porsche 911 - Targa 4 AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexterior3/4frontrightfacing1308-80338.jpg,"108,600",2017 Porsche 911,7,370,17.9,19,28,4,Premium Unleaded,50.7,177.1,72.9,96.5
2017 Porsche 911 - GTS RWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-83384.jpg,"119,000",2017 Porsche 911,7,450,16.9,18,26,4,Premium Unleaded,51.0,178.3,72.9,96.5
2017 Porsche 911 - GTS RWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-oemexterior3/4frontrightfacing1308-83385.jpg,"131,300",2017 Porsche 911,7,450,16.9,18,26,4,Premium Unleaded,50.8,178.3,72.9,96.5
2017 Porsche 911 - Carrera 4 GTS AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-83386.jpg,"125,900",2017 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,51.0,178.3,72.9,96.5
2017 Porsche 911 - Carrera 4 GTS AWD Cabriolet,img.autobytel.com/2017/porsche/911/2-550-oemexteriorfront1300-83387.jpg,"138,200",2017 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.8,178.3,72.9,96.5
2017 Porsche 911 - Targa 4 GTS AWD Coupe,img.autobytel.com/2017/porsche/911/2-550-threequartersview101-83388.jpg,"138,200",2017 Porsche 911,7,450,17.9,18,26,4,Premium Unleaded,50.9,178.3,72.9,96.5
2016 Porsche 911 - Turbo (PDK) AWD Coupe,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78213.jpg,"151,100",2016 Porsche 911,7,520,18.0,17,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2016 Porsche 911 - Turbo S (PDK) AWD Coupe,img.autobytel.com/2016/porsche/911/2-550-oemexteriorfront1300-78214.jpg,"182,700",2016 Porsche 911,7,560,18.0,17,24,4,Premium Unleaded,51.0,177.4,74.0,96.5
2016 Porsche 911 - Turbo (PDK) AWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78215.jpg,"163,000",2016 Porsche 911,7,520,18.0,17,24,4,Premium Unleaded,50.9,177.4,74.0,96.5
2016 Porsche 911 - Turbo S (PDK) AWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78216.jpg,"194,600",2016 Porsche 911,7,560,18.0,17,24,4,Premium Unleaded,50.9,177.4,74.0,96.5
2016 Porsche 911 - Carrera RWD Coupe,img.autobytel.com/2016/porsche/911/2-550-oemexteriorfront1300-78217.jpg,"84,300",2016 Porsche 911,7,350,16.9,19,27,4,Premium Unleaded,51.3,176.8,71.2,96.5
2016 Porsche 911 - Carrera S RWD Coupe,img.autobytel.com/2016/porsche/911/2-550-oemexteriorfront1300-78218.jpg,"98,900",2016 Porsche 911,7,400,16.9,19,27,4,Premium Unleaded,51.0,176.8,71.2,96.5
2016 Porsche 911 - Carrera GTS RWD Coupe,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78219.jpg,"114,200",2016 Porsche 911,7,430,16.9,18,26,4,Premium Unleaded,51.0,177.5,72.9,96.5
2016 Porsche 911 - RWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78220.jpg,"96,200",2016 Porsche 911,7,350,16.9,19,27,4,Premium Unleaded,51.3,176.8,71.2,96.5
2016 Porsche 911 - S RWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78221.jpg,"110,800",2016 Porsche 911,7,400,16.9,19,27,4,Premium Unleaded,51.0,176.8,71.2,96.5
2016 Porsche 911 - GTS RWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78222.jpg,"126,100",2016 Porsche 911,7,430,16.9,18,25,4,Premium Unleaded,50.9,177.5,72.9,96.5
2016 Porsche 911 - Carrera 4 AWD Coupe,img.autobytel.com/2016/porsche/911/2-550-oemexteriorfront1300-78223.jpg,"91,030",2016 Porsche 911,7,350,18.0,19,27,4,Premium Unleaded,51.3,176.8,72.9,96.5
2016 Porsche 911 - Carrera 4S AWD Coupe,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78224.jpg,"105,630",2016 Porsche 911,7,400,18.0,19,26,4,Premium Unleaded,51.0,176.8,72.9,96.5
2016 Porsche 911 - Carrera 4 GTS AWD Coupe,img.autobytel.com/2016/porsche/911/2-550-oemexteriorfront1300-78225.jpg,"120,900",2016 Porsche 911,7,430,18.0,18,26,4,Premium Unleaded,51.0,177.5,72.9,96.5
2016 Porsche 911 - Carrera 4 AWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-oemexteriorfront1300-78226.jpg,"102,930",2016 Porsche 911,7,350,18.0,19,26,4,Premium Unleaded,51.1,176.8,72.9,96.5
2016 Porsche 911 - Carrera 4S AWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78227.jpg,"117,530",2016 Porsche 911,7,400,18.0,18,26,4,Premium Unleaded,50.9,176.8,72.9,96.5
2016 Porsche 911 - Carrera 4 GTS AWD Cabriolet,img.autobytel.com/2016/porsche/911/2-550-threequartersview101-78228.jpg,"132,800",2016 Porsche 911,7,430,18.0,18,25,4,Premium Unleaded,50.9,177.5,72.9,96.5
